seq,subj,item,cond,R1,R2,R3,R4,R5,R6
38,13,26,1,2092,3454,1525,1908,892,727
24,13,28,1,2618,2507,2486,3040,3107,3095
6,13,30,1,3219,2390,3259,2741,2402,1542
11,13,32,1,2932,4091,3219,2026,1232,1477
14,13,1,2,2498,3769,2339,2466,1823,1330
16,13,3,2,4703,3235,4065,4596,2082,1956
25,13,5,2,3765,2263,2481,2611,1763,2033
19,13,7,2,4274,4775,3996,2738,1896,1890
31,13,9,2,2024,3068,2272,3325,1535,1025
37,13,11,2,2073,4054,1981,1320,741,715
42,13,13,2,1854,3362,3031,1963,1470,665
1,13,15,2,2391,4017,2523,2953,2063,1285
27,13,17,2,3639,3554,3982,2999,2360,2536
4,13,19,2,3654,6767,3611,2818,1458,1256
40,13,21,2,1346,2877,2279,1688,1613,1776
41,13,23,2,1902,3050,3307,2515,2357,993
12,13,25,2,4294,4346,2990,2961,1855,1743
29,13,27,2,2189,2064,2284,3733,2651,1690
30,13,29,2,1609,2125,3430,2919,1923,1629
23,13,31,2,2644,4642,5294,4204,2957,1237
14,14,2,1,4175,2341,1610,1679,1335,1238
7,14,4,1,3335,4320,2329,1665,1092,1700
20,14,6,1,1634,1584,1547,1946,1389,1330
22,14,8,1,1315,3596,1862,2021,1796,2035
3,14,10,1,3210,4768,2350,3518,1388,2779
38,14,12,1,1306,3492,1806,2453,1768,1190
36,14,14,1,2162,1073,1619,1712,1530,1338
10,14,16,1,5180,3631,2081,2071,1393,1496
24,14,18,1,1427,2099,1685,2912,2393,1368
27,14,20,1,1890,1875,1844,2508,1787,1164
6,14,22,1,4588,1875,1736,1212,1022,1043
26,14,24,1,4032,1487,1367,3326,1148,993
32,14,26,1,2419,2767,2912,2343,1777,1432
25,14,28,1,2949,1653,2312,2354,2357,2560
43,14,30,1,1761,1707,1593,1862,1150,937
33,14,32,1,1504,1935,1299,2506,1646,1421
18,14,1,2,2939,1721,3852,1164,1300,865
1,14,3,2,3394,1968,2875,1695,1090,2404
29,14,5,2,3369,2179,2292,1293,1209,1458
12,14,7,2,3603,2561,3305,2336,1346,1070
40,14,9,2,1350,1984,1759,1598,916,1889
5,14,11,2,4911,3620,3223,1634,885,1540
34,14,13,2,2837,1388,2062,1522,2139,1193
17,14,15,2,1289,1464,1237,1679,1525,1269
35,14,17,2,1824,3311,2249,1533,1975,1560
39,14,19,2,3791,3203,2019,1170,2087,2214
16,14,21,2,2702,1447,1027,1602,1184,1158
37,14,23,2,1399,1562,2081,1000,999,1295
9,14,25,2,3897,3029,1486,2291,1457,1168
42,14,27,2,1360,2052,2317,2116,936,1094
11,14,29,2,3914,2685,1503,2156,1452,1255
28,14,31,2,1733,1931,1720,2704,944,1417
17,15,2,1,2123,2356,2040,2495,2270,1822
39,15,4,1,1536,3161,1970,3172,1991,1742
42,15,6,1,2291,2025,1751,2078,2039,1620
13,15,8,1,1528,2000,1572,1605,2040,3120
33,15,10,1,2217,1825,2004,2341,2505,2042
29,15,12,1,1751,3438,1916,3001,1978,1320
8,15,14,1,2703,1563,2208,1984,1535,1654
16,15,16,1,1734,2206,2388,2397,2020,1451
32,15,18,1,1575,2037,1840,1685,1583,1596
1,15,20,1,2402,2432,2632,2513,1717,2935
24,15,22,1,1251,2286,2294,2805,2269,1669
19,15,24,1,2108,1628,2377,4083,1619,1726
5,15,26,1,1725,1661,2619,2495,2044,2102
36,15,28,1,2261,1537,2976,2199,1989,2941
28,15,30,1,2326,2277,2680,2840,2196,3578
12,15,32,1,2302,3713,3196,3353,1583,1284
20,15,1,2,4073,2860,2868,3389,1549,1709
22,15,3,2,3448,1857,1844,2339,2839,2946
6,15,5,2,1780,2809,3558,1832,1428,1696
37,15,7,2,1939,2782,2760,3796,2074,2200
2,15,9,2,2240,2711,3128,3380,1997,2651
27,15,11,2,1771,3523,2766,4230,1467,1853
25,15,13,2,2111,1998,2732,2362,1893,1307
15,15,15,2,1208,1751,2220,2320,1645,2112
4,15,17,2,1676,2478,2690,2270,1943,3051
31,15,19,2,2565,3093,3133,1852,1945,2681
11,15,21,2,3301,2391,2037,4458,1477,2762
30,15,23,2,1919,2009,3331,2212,1657,2173
35,15,25,2,2180,3873,1591,2470,2234,2040
26,15,27,2,1996,2580,2341,2661,2363,1933
41,15,29,2,2609,2204,3629,2545,2339,3028
10,15,31,2,2092,1985,1967,3120,1716,1944
8,16,2,1,3024,1905,2385,2060,1432,2278
22,16,4,1,1777,2879,2220,2393,1309,1341
11,16,6,1,1484,1481,2005,1932,1603,1561
13,16,8,1,1005,1446,1628,1383,1392,1751
2,16,10,1,2121,3147,2165,1329,970,1201
18,16,12,1,1564,2490,2090,2551,1336,1073
35,16,14,1,1116,845,1384,2175,1145,1069
36,16,16,1,1516,1999,1569,1270,806,934
29,16,18,1,1414,2759,1791,1326,1839,1312
32,16,20,1,1468,2325,1798,1864,1289,1456
20,16,22,1,1037,2582,1568,2233,1658,1092
15,16,24,1,3280,2286,1489,2331,1592,1015
39,16,26,1,1654,1491,1228,1747,2205,1058
24,16,28,1,2428,2216,1970,2204,1892,3008
37,16,30,1,1961,1852,2312,1957,1390,3047
7,16,32,1,968,2917,1321,1271,1013,935
16,16,1,2,2208,2611,1982,1708,927,1095
33,16,3,2,1708,1116,1355,1980,1355,1638
30,16,5,2,3005,1825,2989,1242,1190,1063
5,16,7,2,1920,2010,1659,1970,1874,1905
41,16,9,2,1192,2562,2504,2036,1327,1204
1,16,11,2,2460,3451,1417,2181,1378,1099
10,16,13,2,3384,2666,1820,2209,2020,1206
27,16,15,2,1084,2126,1468,2054,1490,1033
21,16,17,2,2122,2121,2040,1842,2113,1527
25,16,19,2,1795,1746,2722,1400,1568,2081
26,16,21,2,1420,1156,1169,1866,1433,1299
38,16,23,2,1126,1594,1940,1874,1111,1955
19,16,25,2,1355,1494,1943,2681,1325,1236
28,16,27,2,3376,2435,2314,2881,1590,1453
40,16,29,2,3548,2791,2349,2079,1540,2218
4,16,31,2,1331,2192,2074,4101,969,1534
28,17,1,1,1897,2697,2039,2031,2054,907
41,17,3,1,4682,2436,2700,2714,1984,1859
30,17,5,1,2548,2492,1240,1164,2016,1913
17,17,7,1,2743,1887,1477,1483,1170,1365
36,17,9,1,3060,3039,1445,1724,1147,1202
40,17,11,1,1967,3525,2761,1670,2388,1130
20,17,13,1,1972,1361,2090,2215,1301,1231
24,17,15,1,2103,2486,2603,1431,1438,962
34,17,17,1,4572,3840,2025,1134,834,999
9,17,19,1,3576,2660,2267,1238,1376,1873
27,17,21,1,3461,1263,2107,2228,2525,2007
8,17,23,1,1561,2113,2026,1212,1106,2065
4,17,25,1,5102,2238,2754,2199,847,1614
43,17,27,1,3189,3773,3777,3717,2078,1577
32,17,29,1,7446,3194,1976,1375,565,1014
23,17,31,1,2953,1608,1942,1019,1125,1347
38,17,2,2,2356,1904,1509,2157,2391,808
6,17,4,2,1986,4792,1904,1831,1340,1981
2,17,6,2,4318,1850,2431,1736,1554,1416
10,17,8,2,1628,1864,2405,1737,2817,2985
15,17,10,2,2079,1432,1275,1266,1572,1448
22,17,12,2,2814,2262,1303,2115,1244,919
19,17,14,2,1226,1716,1873,1600,1636,2059
